id,rep,date,lon,lat,type
NA,NA,NA,104.76399638724295,-21.282215754645808,background
NA,NA,NA,82.15012589828322,-19.0270308182662,background
NA,NA,NA,104.4322539898556,1.8805314313302637,background
NA,NA,NA,83.81995596348803,-5.774738150040073,background
NA,NA,NA,85.75822434558185,0.04349268275907525,background
NA,NA,NA,106.85360736300872,-17.363034964695238,background
NA,NA,NA,103.71948200035423,8.130770471073017,background
NA,NA,NA,98.88186075663498,-14.339284410723344,background
NA,NA,NA,73.48545382092728,-26.17896200097744,background
NA,NA,NA,104.9059932247944,-16.70232048460156,background
NA,NA,NA,66.67192807021523,8.287565860441493,background
NA,NA,NA,101.8134454291166,-30.270628515507084,background
NA,NA,NA,90.06974827954502,15.34781630080133,background
NA,NA,NA,108.2752646652035,-26.571662527516764,background
NA,NA,NA,33.248294541537874,-26.92538337761569,background
NA,NA,NA,36.456419803969766,23.241583361334964,background
NA,NA,NA,69.58810636350083,-1.8821568645398017,background
NA,NA,NA,103.43756703786552,-21.63951182151883,background
NA,NA,NA,93.72790859425066,18.63895446620596,background
NA,NA,NA,54.1862171364599,8.052949737981448,background
NA,NA,NA,55.20048668827131,-31.260882934277134,background
NA,NA,NA,58.797560342207774,8.598112728611277,background
NA,NA,NA,102.0011018587346,-28.01524003570956,background
NA,NA,NA,81.97922429009898,-26.427731466313485,background
NA,NA,NA,95.87033694823856,10.621995180891398,background
NA,NA,NA,102.00588594289302,-22.348340162983813,background
NA,NA,NA,54.46125540596681,-13.5133917858642,background
NA,NA,NA,64.46145016226957,9.78911125067226,background
NA,NA,NA,91.15309921982004,-32.29349229394275,background
NA,NA,NA,49.4933813333903,-18.04448286258475,background
NA,NA,NA,71.92696267835498,-18.245560674714984,background
NA,NA,NA,80.95371510916809,-18.086766421996924,background
NA,NA,NA,94.3201748983716,12.361697797882638,background
NA,NA,NA,60.78829203148625,8.59561203547296,background
NA,NA,NA,103.5629126654298,-5.65558590058494,background
NA,NA,NA,67.46668497987588,-22.71955859075365,background
NA,NA,NA,91.68618701484442,-25.75227981129403,background
NA,NA,NA,60.12566597872521,2.7302435399842855,background
NA,NA,NA,68.62454347776989,-28.89573078552644,background
NA,NA,NA,52.33895000124788,14.600108909184858,background
NA,NA,NA,102.38640510885114,-18.939258807371388,background
NA,NA,NA,61.08812709358984,-10.299789025360235,background
NA,NA,NA,89.66487184551815,-30.151139875259,background
NA,NA,NA,49.32537399777391,-0.505262417488657,background
NA,NA,NA,45.73090565539091,-31.741075563443847,background
NA,NA,NA,83.77464882153814,7.583197203771201,background
NA,NA,NA,69.80712205681519,-28.821061647138045,background
NA,NA,NA,78.75870621352877,-23.685060010599617,background
NA,NA,NA,51.8842028227741,-23.000085551778486,background
NA,NA,NA,67.72684727555811,3.74470630364608,background
NA,NA,NA,63.797660142634136,-15.5470996299798,background
NA,NA,NA,104.09252669957448,-27.650688184433164,background
NA,NA,NA,94.0594667530384,16.72681668762306,background
NA,NA,NA,61.30973671558648,10.327315497306827,background
NA,NA,NA,57.55210507760454,4.3767089583444925,background
NA,NA,NA,51.49576391037051,-28.132572293470673,background
NA,NA,NA,94.22746496414528,-24.330345261490283,background
NA,NA,NA,63.57140490683029,-5.861735430303711,background
NA,NA,NA,79.09126081975248,8.323239396602155,background
NA,NA,NA,90.61842712946728,-26.63403608614586,background
NA,NA,NA,65.44961332670931,-22.60542651737443,background
NA,NA,NA,82.351164031249,-15.10208575838698,background
NA,NA,NA,70.13605849450241,9.06643506026045,background
NA,NA,NA,60.44910053750429,9.709947252984612,background
NA,NA,NA,52.52347360974347,14.565251855030516,background
NA,NA,NA,60.404551294435805,16.120465216631644,background
NA,NA,NA,97.70488610166127,12.3029110632053,background
NA,NA,NA,45.68220228357345,-28.302464421927606,background
NA,NA,NA,60.62814042504785,-25.580386800005055,background
NA,NA,NA,42.97287186784858,-19.27338685032732,background
NA,NA,NA,80.6893858266456,-29.247852865734064,background
NA,NA,NA,42.55431515320994,-22.039891527053065,background
NA,NA,NA,103.51373385384927,-17.215783909494792,background
NA,NA,NA,56.58923498073191,-16.23881578809109,background
NA,NA,NA,50.25414068479362,-1.1886999402901974,background
NA,NA,NA,81.75261015692027,3.754481075752519,background
NA,NA,NA,69.01366452466436,-14.625694544228368,background
NA,NA,NA,49.29503411116917,4.881625803453604,background
NA,NA,NA,55.81548072504945,-5.679953431054847,background
NA,NA,NA,55.97659164344489,-8.305203848488958,background
NA,NA,NA,108.19901898868828,18.114390761461905,background
NA,NA,NA,70.39886460316154,17.225414969521424,background
NA,NA,NA,100.37354790454444,-12.171282955900011,background
NA,NA,NA,55.21146174303962,8.271616854993654,background
NA,NA,NA,75.43646355156835,-10.249988950756954,background
